fid,NDVI
"180",0.62961119
"181",0.58144093
"182",0.57717621
"183",0.56059331
"184",0.5621109
"185",0.56714785
"186",0.59411329
"187",0.60931581
"188",0.57756656
"189",0.55143249
"190",0.60136783
"191",0.61408889
"192",0.62726414
"193",0.62953353
"194",0.6153149
"195",0.5749473
"196",0.56938773
"197",0.5584802
"198",0.58420759
"199",0.62340623
"200",0.62722147
"201",0.58035171
"202",0.57884693
"203",0.57865119
"204",0.57873636
"205",0.58904189
"206",0.58112079
"207",0.55316287
"208",0.54174745
"209",0.60996813
"210",0.62069714
"211",0.6292901
"212",0.62738425
"213",0.56302941
"214",0.58064288
"215",0.56580037
"216",0.55090714
"217",0.5877077
"218",0.62784094
"219",0.63334143
"220",0.58869636
"221",0.58170974
"222",0.56253701
"223",0.53127575
"224",0.52188557
"225",0.61927605
"226",0.6257714
"227",0.62309963
"228",0.57478553
"229",0.58679867
"230",0.56278926
"231",0.55260146
"232",0.58712703
"233",0.62421548
"234",0.63244802
"235",0.58518171
"236",0.57114905
"237",0.53088671
"238",0.51132548
"239",0.62592232
"240",0.63056684
"241",0.61962831
"242",0.57971913
"243",0.58741015
"244",0.56135988
"245",0.55726379
"246",0.58382571
"247",0.61558956
"248",0.62868309
"249",0.58257824
"250",0.59670389
"251",0.60366988
"252",0.60748667
"253",0.58985049
"254",0.58033353
"255",0.5489071
"256",0.51847446
"257",0.60639876
"258",0.62365609
"259",0.63344514
"260",0.62380892
"261",0.56840247
"262",0.55855769
"263",0.5653789
"264",0.54869467
"265",0.55814856
"266",0.58531165
"267",0.61142778
"268",0.63167989
"269",0.62667441
"270",0.57967669
"271",0.59115374
"272",0.58696049
"273",0.59249818
"274",0.6137566
"275",0.61741352
"276",0.58737898
"277",0.58763003
"278",0.58037937
"279",0.54943305
"280",0.51196992
"281",0.50761616
"282",0.53378654
"283",0.5912236
"284",0.6232689
"285",0.63055658
"286",0.61771184
"287",0.55593932
"288",0.57835585
"289",0.55573374
"290",0.55730706
"291",0.54496843
"292",0.5711028
"293",0.59068525
"294",0.60743505
"295",0.63087076
"296",0.63382071
"297",0.58304524
"298",0.5958907
"299",0.57937092
"300",0.56125027
"301",0.57753205
"302",0.61314213
"303",0.62534881
"304",0.58931535
"305",0.58537281
"306",0.57305127
"307",0.52280343
"308",0.46621412
"309",0.4498696
"310",0.47620246
"311",0.55521667
"312",0.6031189
"313",0.61404288
"314",0.60879964
"315",0.61051971
"316",0.61448836
"317",0.60426772
"318",0.59537017
"319",0.50429398
"320",0.54816693
"321",0.56916475
"322",0.57161862
"323",0.56662971
"324",0.58077234
"325",0.58097851
"326",0.56319201
"327",0.55695492
"328",0.55921924
"329",0.58083892
"330",0.59352779
"331",0.60581785
"332",0.62254328
"333",0.63001865
"334",0.614254
"335",0.59966129
"336",0.60035282
"337",0.58610868
"338",0.5577181
"339",0.55296391
"340",0.58182353
"341",0.61371607
"342",0.62332755
"343",0.59699744
"344",0.59358263
"345",0.58244067
"346",0.55914479
"347",0.50922865
"348",0.47350094
"349",0.4582226
"350",0.47461537
"351",0.54567701
"352",0.58783174
"353",0.60885745
"354",0.61598003
"355",0.62033892
"356",0.61974919
"357",0.60623592
"358",0.59522188
"359",0.59265435
"360",0.60086286
"361",0.60638487
"362",0.59690291
"363",0.56143278
"364",0.48474178
"365",0.51721513
"366",0.54276037
"367",0.563209
"368",0.57834351
"369",0.58226097
"370",0.57038671
"371",0.55606592
"372",0.5557217
"373",0.56586283
"374",0.57348764
"375",0.58564335
"376",0.60260242
"377",0.61537111
"378",0.62251276
"379",0.6147185
"380",0.60056216
"381",0.58463377
"382",0.55598724
"383",0.53901303
"384",0.55776846
"385",0.58772707
"386",0.61491489
"387",0.61803693
"388",0.59407306
"389",0.60220581
"390",0.58825642
"391",0.56680954
"392",0.53946865
"393",0.52223665
"394",0.52218848
"395",0.51364261
"396",0.51571977
"397",0.55329186
"398",0.57952225
"399",0.61210537
"400",0.62552893
"401",0.62473243
"402",0.6209603
"403",0.61554337
"404",0.60665911
"405",0.60193652
"406",0.61270583
"407",0.6171779
"408",0.59327585
"409",0.55018353
"410",0.52777904
"411",0.54646468
"412",0.5549022
"413",0.5651077
"414",0.55993074
"415",0.5494988
"416",0.55895513
"417",0.56369525
"418",0.56160241
"419",0.55274886
"420",0.57040459
"421",0.59320527
"422",0.6028347
"423",0.60609126
"424",0.60117686
"425",0.57952958
"426",0.55638695
"427",0.5413397
"428",0.54739398
"429",0.57004672
"430",0.59586263
"431",0.62029058
"432",0.61988044
"433",0.58773673
"434",0.58806944
"435",0.58025545
"436",0.56609702
"437",0.5592829
"438",0.5605762
"439",0.56360292
"440",0.56967902
"441",0.55675173
"442",0.54100037
"443",0.5434891
"444",0.56133646
"445",0.58434802
"446",0.59991765
"447",0.60850543
"448",0.61493194
"449",0.62229633
"450",0.61757749
"451",0.61068976
"452",0.62057298
"453",0.61594337
"454",0.56440341
"455",0.54302818
"456",0.52401084
"457",0.55013466
"458",0.55773407
"459",0.56274652
"460",0.56250507
"461",0.56770152
"462",0.5798586
"463",0.57323301
"464",0.55051237
"465",0.52593374
"466",0.53804135
"467",0.5783819
"468",0.58643204
"469",0.57162696
"470",0.57128155
"471",0.55276483
"472",0.54061681
"473",0.54124492
"474",0.55750948
"475",0.58449137
"476",0.60629547
"477",0.62020034
"478",0.62311369
"479",0.60232872
"480",0.59442753
"481",0.57342529
"482",0.57879746
"483",0.5561341
"484",0.54877812
"485",0.5587908
"486",0.58109695
"487",0.59695667
"488",0.60591662
"489",0.60529846
"490",0.58009142
"491",0.54591823
"492",0.52161008
"493",0.53127944
"494",0.55456144
"495",0.57102656
"496",0.576024
"497",0.58640558
"498",0.60218358
"499",0.61028075
"500",0.60832036
"501",0.61347198
"502",0.60145938
"503",0.53561336
"504",0.5397743
"505",0.51573575
"506",0.54507744
"507",0.55880016
"508",0.57402354
"509",0.58846164
"510",0.59166586
"511",0.58501631
"512",0.57236677
"513",0.54222476
"514",0.50732756
"515",0.51266229
"516",0.56871128
"517",0.57713091
"518",0.55922252
"519",0.55151904
"520",0.54490983
"521",0.54658216
"522",0.55104762
"523",0.57421845
"524",0.59732151
"525",0.60578406
"526",0.6156643
"527",0.62724078
"528",0.61105198
"529",0.61170065
"530",0.60640562
"531",0.58599162
"532",0.55574983
"533",0.5846771
"534",0.5751164
"535",0.53277636
"536",0.54350662
"537",0.56140119
"538",0.59040725
"539",0.60661459
"540",0.62334061
"541",0.62634975
"542",0.60025471
"543",0.56975472
"544",0.52992266
"545",0.50772077
"546",0.53434455
"547",0.55526245
"548",0.56420279
"549",0.5701099
"550",0.58185989
"551",0.59437674
"552",0.60059077
"553",0.60410237
"554",0.59212172
"555",0.53455305
"556",0.54527509
"557",0.53819591
"558",0.5528121
"559",0.55776197
"560",0.57382578
"561",0.58634305
"562",0.58724964
"563",0.57964492
"564",0.56805319
"565",0.55002075
"566",0.53915733
"567",0.55138052
"568",0.57503265
"569",0.57343572
"570",0.56386274
"571",0.55392367
"572",0.55309737
"573",0.5613842
"574",0.5692957
"575",0.59188932
"576",0.60745329
"577",0.60550636
"578",0.61143064
"579",0.62604809
"580",0.62965351
"581",0.61924571
"582",0.60905582
"583",0.60513568
"584",0.61131352
"585",0.60445696
"586",0.58522767
"587",0.56483859
"588",0.56168771
"589",0.57286704
"590",0.59274805
"591",0.57584083
"592",0.53483748
"593",0.54390115
"594",0.54661715
"595",0.58296168
"596",0.60304934
"597",0.62844187
"598",0.63571858
"599",0.61685228
"600",0.59355229
"601",0.56330961
"602",0.53009105
"603",0.50849408
"604",0.54435694
"605",0.56684697
"606",0.57064116
"607",0.57572114
"608",0.5861147
"609",0.60290509
"610",0.60672998
"611",0.57821202
"612",0.53735757
"613",0.54915768
"614",0.55500078
"615",0.56934422
"616",0.56489718
"617",0.56670541
"618",0.57835466
"619",0.58816385
"620",0.57840288
"621",0.55831027
"622",0.54918957
"623",0.56650406
"624",0.57453567
"625",0.57143587
"626",0.5673371
"627",0.56876028
"628",0.56885809
"629",0.57265568
"630",0.57601947
"631",0.57667059
"632",0.59339708
"633",0.61554825
"634",0.61489165
"635",0.61451489
"636",0.62546837
"637",0.62848705
"638",0.61670113
"639",0.60516101
"640",0.59483033
"641",0.59984517
"642",0.59421593
"643",0.58793604
"644",0.5785988
"645",0.57132369
"646",0.58182007
"647",0.59558082
"648",0.57360381
"649",0.53694022
"650",0.5373227
"651",0.5470919
"652",0.58010638
"653",0.60395736
"654",0.62842965
"655",0.63332409
"656",0.62144649
"657",0.60415268
"658",0.58500654
"659",0.56390107
"660",0.52659404
"661",0.53015113
"662",0.56078666
"663",0.57459277
"664",0.5780797
"665",0.58404303
"666",0.60133368
"667",0.60826087
"668",0.57770342
"669",0.53483278
"670",0.5432415
"671",0.57012606
"672",0.58246905
"673",0.57292098
"674",0.56387705
"675",0.57665014
"676",0.59872961
"677",0.59020954
"678",0.56052029
"679",0.54532886
"680",0.57004327
"681",0.58531487
"682",0.57116139
"683",0.56500429
"684",0.57000816
"685",0.58734906
"686",0.59654278
"687",0.58940291
"688",0.57002181
"689",0.57419735
"690",0.60569119
"691",0.61830658
"692",0.618527
"693",0.62576926
"694",0.6291908
"695",0.61885738
"696",0.6069805
"697",0.5939011
"698",0.57930297
"699",0.5760628
"700",0.58253515
"701",0.58186805
"702",0.57530493
"703",0.58705306
"704",0.59449798
"705",0.57441008
"706",0.54646266
"707",0.53717786
"708",0.54274023
"709",0.55581897
"710",0.58593351
"711",0.61675864
"712",0.62842816
"713",0.62766439
"714",0.60942036
"715",0.59040171
"716",0.57438546
"717",0.55243152
"718",0.53564787
"719",0.54793674
"720",0.55769593
"721",0.58554649
"722",0.58735883
"723",0.58988971
"724",0.59982616
"725",0.58366245
"726",0.53278363
"727",0.53872424
"728",0.54185236
"729",0.5603227
"730",0.56218505
"731",0.55574143
"732",0.56010914
"733",0.5664084
"734",0.57593817
"735",0.57961726
"736",0.57773125
"737",0.56802994
"738",0.5742656
"739",0.59280205
"740",0.59694433
"741",0.5824393
"742",0.56518716
"743",0.57568818
"744",0.58309531
"745",0.57789558
"746",0.57272553
"747",0.57894689
"748",0.60376841
"749",0.61265278
"750",0.59424233
"751",0.56711566
"752",0.5609256
"753",0.57631153
"754",0.60170501
"755",0.61555094
"756",0.62638545
"757",0.63004166
"758",0.62151212
"759",0.60646427
"760",0.58767748
"761",0.56786394
"762",0.56758803
"763",0.57503545
"764",0.57756257
"765",0.57547402
"766",0.58829081
"767",0.5887782
"768",0.57884729
"769",0.56125504
"770",0.53710335
"771",0.51744956
"772",0.51302361
"773",0.55333894
"774",0.60220182
"775",0.62747705
"776",0.6314218
"777",0.61330551
"778",0.58787942
"779",0.56835037
"780",0.55510414
"781",0.55276567
"782",0.54093224
"783",0.50962675
"784",0.5547787
"785",0.57740796
"786",0.57190645
"787",0.58707362
"788",0.58992159
"789",0.54912341
"790",0.53651565
"791",0.54556084
"792",0.55687159
"793",0.52232832
"794",0.54402745
"795",0.56139201
"796",0.56176245
"797",0.56143963
"798",0.56453156
"799",0.56645322
"800",0.57339507
"801",0.57800889
"802",0.57702512
"803",0.56727993
"804",0.56289679
"805",0.56923527
"806",0.58090013
"807",0.57653469
"808",0.57036018
"809",0.57768631
"810",0.58856016
"811",0.59499317
"812",0.59614038
"813",0.59947157
"814",0.61315769
"815",0.61526924
"816",0.59009802
"817",0.56038743
"818",0.54472494
"819",0.55794454
"820",0.58119607
"821",0.59372818
"822",0.61028242
"823",0.62104034
"824",0.62154317
"825",0.60381967
"826",0.58564097
"827",0.56652194
"828",0.55619156
"829",0.55055803
"830",0.54550552
"831",0.54885584
"832",0.57432193
"833",0.58623081
"834",0.58382785
"835",0.57784039
"836",0.55938721
"837",0.54322863
"838",0.51551282
"839",0.53601861
"840",0.58912468
"841",0.62907362
"842",0.63147062
"843",0.61576766
"844",0.58544332
"845",0.57673049
"846",0.55854136
"847",0.5620178
"848",0.55714208
"849",0.51782858
"850",0.54531002
"851",0.57504159
"852",0.56575304
"853",0.57566828
"854",0.58809364
"855",0.56590021
"856",0.5425778
"857",0.54456854
"858",0.55723745
"859",0.58163649
"860",0.58677047
"861",0.57624042
"862",0.54079968
"863",0.55612838
"864",0.55490601
"865",0.55716461
"866",0.56668669
"867",0.57585484
"868",0.57805949
"869",0.577241
"870",0.5757243
"871",0.57447845
"872",0.57124013
"873",0.57005769
"874",0.56374896
"875",0.56883502
"876",0.56304288
"877",0.57064915
"878",0.58231145
"879",0.60080081
"880",0.61199051
"881",0.61260957
"882",0.60595107
"883",0.61209828
"884",0.60856998
"885",0.59327775
"886",0.57796472
"887",0.55555642
"888",0.55764401
"889",0.56789857
"890",0.58311939
"891",0.59453875
"892",0.60719693
"893",0.61503094
"894",0.59413558
"895",0.56960416
"896",0.53356469
"897",0.49982384
"898",0.48045704
"899",0.46436056
"900",0.48028177
"901",0.54563242
"902",0.58244383
"903",0.58350426
"904",0.58238536
"905",0.57009226
"906",0.56615138
"907",0.53971678
"908",0.53900814
"909",0.57547015
"910",0.62392962
"911",0.6297878
"912",0.60820603
"913",0.57547557
"914",0.5708847
"915",0.56115478
"916",0.57241613
"917",0.58193427
"918",0.55805701
"919",0.55707443
"920",0.57867032
"921",0.57430494
"922",0.57092267
"923",0.57247943
"924",0.56124812
"925",0.54411161
"926",0.53195864
"927",0.53958893
"928",0.55807775
"929",0.57222593
"930",0.57607561
"931",0.57902163
"932",0.57853341
"933",0.5772078
"934",0.57616836
"935",0.56747985
"936",0.54521984
"937",0.55630106
"938",0.56092441
"939",0.55731326
"940",0.57066083
"941",0.58434492
"942",0.5961864
"943",0.59671646
"944",0.59413522
"945",0.58882612
"946",0.58425742
"947",0.57979727
"948",0.57429999
"949",0.56517798
"950",0.57451779
"951",0.57093769
"952",0.57575315
"953",0.59099662
"954",0.60911143
"955",0.61591667
"956",0.60621196
"957",0.59521693
"958",0.60109848
"959",0.59831667
"960",0.58765894
"961",0.57253665
"962",0.55267477
"963",0.53601199
"964",0.55501306
"965",0.59523392
"966",0.61387712
"967",0.62053651
"968",0.61337376
"969",0.58355379
"970",0.55120158
"971",0.51919603
"972",0.46978921
"973",0.43090433
"974",0.44122598
"975",0.49422508
"976",0.55360615
"977",0.57820755
"978",0.57950348
"979",0.56244451
"980",0.55410975
"981",0.56689692
"982",0.55723888
"983",0.55331743
"984",0.57932913
"985",0.61703879
"986",0.62354344
"987",0.59483826
"988",0.56463188
"989",0.56637877
"990",0.57698274
"991",0.58749545
"992",0.59511745
"993",0.58165914
"994",0.56256485
"995",0.56921422
"996",0.58312947
"997",0.57238555
"998",0.55457085
"999",0.53903997
"1000",0.54038185
"1001",0.52810484
"1002",0.53213173
"1003",0.54127139
"1004",0.58032608
"1005",0.57416064
"1006",0.5842784
"1007",0.58695877
"1008",0.5845865
"1009",0.58002013
"1010",0.57935041
"1011",0.57532603
"1012",0.56443334
"1013",0.53801626
"1014",0.55201441
"1015",0.5613386
"1016",0.5622406
"1017",0.56409425
"1018",0.5746994
"1019",0.58785731
"1020",0.58983594
"1021",0.59913039
"1022",0.60215104
"1023",0.59980839
"1024",0.57766205
"1025",0.55658424
"1026",0.54893053
"1027",0.55423123
"1028",0.56736404
"1029",0.58701837
"1030",0.58507586
"1031",0.58265698
"1032",0.58745676
"1033",0.60224599
"1034",0.60325032
"1035",0.59980983
"1036",0.60844898
"1037",0.60987574
"1038",0.59937733
"1039",0.59075141
"1040",0.5625779
"1041",0.52009857
"1042",0.5024212
"1043",0.54114157
"1044",0.58918828
"1045",0.61868757
"1046",0.62545496
"1047",0.6161381
"1048",0.59849215
"1049",0.57849354
"1050",0.57052881
"1051",0.53514451
"1052",0.49256083
"1053",0.50945151
"1054",0.5485329
"1055",0.56583458
"1056",0.576603
"1057",0.57607102
"1058",0.53880876
"1059",0.53589165
"1060",0.56283122
"1061",0.57378721
"1062",0.57742435
"1063",0.5884046
"1064",0.59993285
"1065",0.59306127
"1066",0.59837806
"1067",0.5989536
"1068",0.57790262
"1069",0.56396383
"1070",0.57480317
"1071",0.56252152
"1072",0.54601008
"1073",0.53669757
"1074",0.53853559
"1075",0.5319767
"1076",0.53687364
"1077",0.54168135
"1078",0.58584297
"1079",0.58945179
"1080",0.57912689
"1081",0.57883036
"1082",0.60111457
"1083",0.60163134
"1084",0.58875465
"1085",0.58090216
"1086",0.58065611
"1087",0.57973379
"1088",0.57531977
"1089",0.5712139
"1090",0.56219947
"1091",0.55729872
"1092",0.56041521
"1093",0.56240624
"1094",0.56671292
"1095",0.57766199
"1096",0.58643603
"1097",0.59393382
"1098",0.59786648
"1099",0.60106671
"1100",0.60014021
"1101",0.58647633
"1102",0.56054986
"1103",0.54334652
"1104",0.53952605
"1105",0.55623126
"1106",0.57671827
"1107",0.59036511
"1108",0.59897506
"1109",0.60365623
"1110",0.60227036
"1111",0.60025805
"1112",0.60337979
"1113",0.61006033
"1114",0.61219561
"1115",0.60490996
"1116",0.60150182
"1117",0.60053343
"1118",0.57376629
"1119",0.52616721
"1120",0.51366442
"1121",0.55094969
"1122",0.58802766
"1123",0.60868949
"1124",0.61413854
"1125",0.61801839
"1126",0.60873306
"1127",0.59966326
"1128",0.60529459
"1129",0.58971488
"1130",0.56426901
"1131",0.56955385
"1132",0.56955576
"1133",0.56491417
"1134",0.57712483
"1135",0.5734762
"1136",0.5301373
"1137",0.53640968
"1138",0.56648314
"1139",0.57832378
"1140",0.57577354
"1141",0.57634175
"1142",0.60270953
"1143",0.60577816
"1144",0.60926735
"1145",0.59704912
"1146",0.57241833
"1147",0.56155479
"1148",0.55836201
"1149",0.55270827
"1150",0.5461961
"1151",0.53463066
"1152",0.53079331
"1153",0.58716911
"1154",0.59279722
"1155",0.59402198
"1156",0.58441097
"1157",0.58802325
"1158",0.60181236
"1159",0.60630578
"1160",0.59673905
"1161",0.58664876
"1162",0.58251733
"1163",0.58003211
"1164",0.57543379
"1165",0.57350683
"1166",0.57641214
"1167",0.57075071
"1168",0.56452829
"1169",0.56523687
"1170",0.57454091
"1171",0.58491141
"1172",0.58981079
"1173",0.59794688
"1174",0.59912646
"1175",0.600393
"1176",0.59934723
"1177",0.58905429
"1178",0.58212453
"1179",0.57755727
"1180",0.57643551
"1181",0.58432448
"1182",0.58704495
"1183",0.58302003
"1184",0.59787649
"1185",0.61043894
"1186",0.60752994
"1187",0.60811532
"1188",0.61769068
"1189",0.61870927
"1190",0.60864276
"1191",0.5985775
"1192",0.60188276
"1193",0.61081117
"1194",0.59293449
"1195",0.56768453
"1196",0.55411041
"1197",0.57282448
"1198",0.6000089
"1199",0.61341709
"1200",0.61186105
"1201",0.61102164
"1202",0.59690517
"1203",0.59795099
"1204",0.60589069
"1205",0.610641
"1206",0.60158563
"1207",0.58709621
"1208",0.57398963
"1209",0.56480038
"1210",0.57159281
"1211",0.56636524
"1212",0.55265611
"1213",0.56056535
"1214",0.573955
"1215",0.57436401
"1216",0.56368923
"1217",0.56035131
"1218",0.60556722
"1219",0.6105513
"1220",0.60932457
"1221",0.60150003
"1222",0.58532715
"1223",0.57616681
"1224",0.57763392
"1225",0.57942206
"1226",0.56352341
"1227",0.53647083
"1228",0.59098953
"1229",0.59959972
"1230",0.60556364
"1231",0.60640091
"1232",0.59488106
"1233",0.58197689
"1234",0.58234113
"1235",0.58527887
"1236",0.58376187
"1237",0.59073794
"1238",0.58463812
"1239",0.57486397
"1240",0.57591885
"1241",0.58373803
"1242",0.58882356
"1243",0.59093118
"1244",0.59508526
"1245",0.59402394
"1246",0.59288871
"1247",0.60383922
"1248",0.60773951
"1249",0.60170859
"1250",0.57653242
"1251",0.54930192
"1252",0.55661952
"1253",0.57910967
"1254",0.58997732
"1255",0.60119116
"1256",0.61342824
"1257",0.61158139
"1258",0.6158402
"1259",0.62159914
"1260",0.61005294
"1261",0.597161
"1262",0.59661752
"1263",0.59991217
"1264",0.61108255
"1265",0.6001702
"1266",0.58312297
"1267",0.57492179
"1268",0.57762462
"1269",0.59332329
"1270",0.60936844
"1271",0.6067909
"1272",0.59878951
"1273",0.58737898
"1274",0.59242606
"1275",0.60216445
"1276",0.60985184
"1277",0.60037827
"1278",0.58533448
"1279",0.57698804
"1280",0.57133222
"1281",0.56981117
"1282",0.57016939
"1283",0.56882197
"1284",0.57039779
"1285",0.57409716
"1286",0.57168412
"1287",0.56660283
"1288",0.56661904
"1289",0.60723889
"1290",0.60755354
"1291",0.5935564
"1292",0.57182348
"1293",0.57170731
"1294",0.57405859
"1295",0.55986333
"1296",0.52994472
"1297",0.59781986
"1298",0.60241836
"1299",0.59035337
"1300",0.5670135
"1301",0.57775086
"1302",0.58955646
"1303",0.58502853
"1304",0.59487098
"1305",0.58902615
"1306",0.57812506
"1307",0.58078831
"1308",0.58911312
"1309",0.58794218
"1310",0.57899714
"1311",0.58137053
"1312",0.58366132
"1313",0.59156686
"1314",0.60656661
"1315",0.60366493
"1316",0.5613637
"1317",0.49337783
"1318",0.48648846
"1319",0.54112643
"1320",0.58127731
"1321",0.59428829
"1322",0.60197443
"1323",0.6090489
"1324",0.60759413
"1325",0.60678941
"1326",0.60524863
"1327",0.60090232
"1328",0.59850258
"1329",0.59947801
"1330",0.59947276
"1331",0.60438436
"1332",0.60165435
"1333",0.58291841
"1334",0.5766834
"1335",0.57901061
"1336",0.58266854
"1337",0.59124225
"1338",0.59230548
"1339",0.58666277
"1340",0.58277035
"1341",0.59781712
"1342",0.60732031
"1343",0.60485667
"1344",0.59129995
"1345",0.58119643
"1346",0.58263993
"1347",0.58080608
"1348",0.57109141
"1349",0.56962186
"1350",0.56267458
"1351",0.56116581
"1352",0.55910015
"1353",0.55121404
"1354",0.56321365
"1355",0.59315711
"1356",0.60213315
"1357",0.57835406
"1358",0.54336864
"1359",0.54868001
"1360",0.59173697
"1361",0.58634758
"1362",0.56335825
"1363",0.57065588
"1364",0.58762538
"1365",0.59119189
"1366",0.59867555
"1367",0.59059954
"1368",0.57517499
"1369",0.56811094
"1370",0.57897323
"1371",0.5706709
"1372",0.55172354
"1373",0.55686629
"1374",0.57401979
"1375",0.59812921
"1376",0.61063564
"1377",0.57923758
"1378",0.49898252
"1379",0.46135238
"1380",0.51168162
"1381",0.56498516
"1382",0.58853561
"1383",0.58312607
"1384",0.58205193
"1385",0.59998977
"1386",0.60498857
"1387",0.60190457
"1388",0.6007629
"1389",0.59402603
"1390",0.6014474
"1391",0.58345741
"1392",0.56909871
"1393",0.57871622
"1394",0.5802893
"1395",0.57472956
"1396",0.56707811
"1397",0.55415547
"1398",0.54823542
"1399",0.57695699
"1400",0.60404181
"1401",0.60415745
"1402",0.59370589
"1403",0.58427066
"1404",0.5817374
"1405",0.5736956
"1406",0.56488341
"1407",0.56602448
"1408",0.54882598
"1409",0.54836071
"1410",0.53525019
"1411",0.5050872
"1412",0.50588852
"1413",0.58636332
"1414",0.57158858
"1415",0.56736851
"1416",0.58030748
"1417",0.59041047
"1418",0.60364741
"1419",0.59985119
"1420",0.57972401
"1421",0.56211108
"1422",0.57054812
"1423",0.54988265
"1424",0.53434449
"1425",0.5443821
"1426",0.57900083
"1427",0.60066718
"1428",0.60344833
"1429",0.55689049
"1430",0.48733491
"1431",0.49782255
"1432",0.55509073
"1433",0.57623029
"1434",0.57395381
"1435",0.55076069
"1436",0.56433767
"1437",0.60353959
"1438",0.61423826
"1439",0.61234593
"1440",0.60798597
"1441",0.5940026
"1442",0.58347678
"1443",0.56635725
"1444",0.57254148
"1445",0.57657862
"1446",0.56087142
"1447",0.52024239
"1448",0.49777845
"1449",0.52350599
"1450",0.5656997
"1451",0.57334471
"1452",0.5726015
"1453",0.57679057
"1454",0.5811497
"1455",0.56974328
"1456",0.56962615
"1457",0.55556613
"1458",0.52583522
"1459",0.53472114
"1460",0.54254729
"1461",0.52070087
"1462",0.48319995
"1463",0.50912857
"1464",0.585244
"1465",0.5753445
"1466",0.56745052
"1467",0.57862687
"1468",0.5882616
"1469",0.6011883
"1470",0.60316586
"1471",0.59489363
"1472",0.58626312
"1473",0.58194804
"1474",0.52726704
"1475",0.52685541
"1476",0.54791433
"1477",0.58649814
"1478",0.59751904
"1479",0.58666927
"1480",0.54237175
"1481",0.50943995
"1482",0.54360628
"1483",0.57851785
"1484",0.5774771
"1485",0.56533563
"1486",0.54234862
"1487",0.57661957
"1488",0.61540997
"1489",0.62136596
"1490",0.61747915
"1491",0.60644072
"1492",0.58915025
"1493",0.59157479
"1494",0.57997215
"1495",0.57061577
"1496",0.57287139
"1497",0.56160748
"1498",0.52278155
"1499",0.50076765
